Week,Location,Day,Start Time,End Time
17-18,ART 281,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 15:00:00,1899-12-30 17:00:00
32,ART 219,Wed,1899-12-30 15:00:00,1899-12-30 18:00:00
20-25; 27-33,ART 218,Wed,1899-12-30 12:30:00,1899-12-30 13:30:00
20-25; 27-33,FIP 239,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
27,ART 110,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
27,ART 366,Wed,1899-12-30 20:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 204,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
16,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
15-Apr,ART 203,Tue,1899-12-30 10:00:00,1899-12-30 11:00:00
20-25; 27-33,ART 210,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
34,EME 1101,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
13,ART 219,Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
34,ART 203,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
50,EME 2202,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
3,EME 1202,Fri,1899-12-30 18:00:00,1899-12-30 19:00:00
35,ART 215,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
28,EME 1151,Mon,1899-12-30 17:00:00,1899-12-30 19:30:00
26,FIP 204,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
28,EME 1121,Mon,1899-12-30 11:30:00,1899-12-30 12:30:00
45; 52,SCI 333,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,SCI 236,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,FIP 204,Tue,1899-12-30 17:30:00,1899-12-30 21:30:00
34,ASC 165,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
24,ART 110,Thu,1899-12-30 17:00:00,1899-12-30 19:00:00
52,ART 382,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
46-49,FIP 140,Tue;Wed,1899-12-30 9:00:00,1899-12-30 12:00:00
15-Mar,FIP 204,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
1,ART 281,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 204,Mon;Wed;Fri,1899-12-30 13:30:00,1899-12-30 14:30:00
2,ART 103,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ASC 165,Mon,1899-12-30 14:00:00,1899-12-30 17:00:00
1,FIP 250,Mon,1899-12-30 11:30:00,1899-12-30 17:00:00
10,EME 1101,Tue,1899-12-30 15:30:00,1899-12-30 17:30:00
11,EME 2111,Tue,1899-12-30 15:00:00,1899-12-30 17:00:00
33,EME 2202,Thu,1899-12-30 7:00:00,1899-12-30 16:00:00
15-Mar,FIP 250,Mon;Wed;Thu,1899-12-30 17:00:00,1899-12-30 18:30:00
35,FIP 204,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
35,ART 214,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
35,ASC 140,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
49,EME 1153,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
2,ART 103,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
35,ASC 140,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,FIP 133,Thu,1899-12-30 11:00:00,1899-12-30 12:00:00
27,ASC 130,Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
33,EME 2202,Mon,1899-12-30 10:00:00,1899-12-30 12:00:00
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
30,ART 104,Thu,1899-12-30 12:30:00,1899-12-30 15:30:00
17,ASC 130,Tue;Sat,1899-12-30 12:30:00,1899-12-30 16:30:00
44,ART 203,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ASC 130,Mon;Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,ART 104,Mon;Wed;Fri,1899-12-30 14:30:00,1899-12-30 15:30:00
15,ART 206,Thu,1899-12-30 14:30:00,1899-12-30 15:30:00
44,ART 110,Tue;Wed,1899-12-30 8:30:00,1899-12-30 11:00:00
20-25; 27-33,ART 103,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
37-44; 46-51,FIP 250,Wed,1899-12-30 9:00:00,1899-12-30 12:00:00
34,ART 376,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
30,SCI 236,Tue,1899-12-30 9:30:00,1899-12-30 12:00:00
25,FIP 239,Tue,1899-12-30 19:00:00,1899-12-30 21:00:00
23-33,ART 112,Tue,1899-12-30 14:00:00,1899-12-30 15:00:00
34-36,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
42,ART 112,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 112,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
35,SCI 126,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
10,FIP 239,Tue,1899-12-30 12:00:00,1899-12-30 13:00:00
20-25; 27-33,ART 110,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
20; 22; 24; 28; 30; 32,ASC 165,Mon,1899-12-30 15:30:00,1899-12-30 17:30:00
36,ASC 140,Mon,1899-12-30 12:30:00,1899-12-30 16:30:00
34,ART 366,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
20-25; 27-33,ART 366,Mon;Wed,1899-12-30 18:30:00,1899-12-30 20:00:00
26,EME 2111,Fri,1899-12-30 7:00:00,1899-12-30 16:00:00
20-25; 27-33,SCI 396,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
37,EME 0050,Wed;Thu,1899-12-30 7:00:00,1899-12-30 16:00:00
9,SCI 396,Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
15-Mar,ART 110,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,ART 386,Mon,1899-12-30 13:30:00,1899-12-30 16:30:00
28,ART 102,Tue,1899-12-30 14:00:00,1899-12-30 17:00:00
25,ART 210,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
5,EME 1153,Wed,1899-12-30 10:30:00,1899-12-30 12:00:00
38-46,ASC 130,Mon;Wed;Fri,1899-12-30 13:00:00,1899-12-30 14:30:00
34,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
34,LIB L306,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
24,ART 104,Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
1,ART 108,Tue,1899-12-30 14:00:00,1899-12-30 17:00:00
20-25; 27-33,ART 206,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
16,ART 374,Mon,1899-12-30 9:00:00,1899-12-30 13:00:00
1,ART 103,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,FIP 140,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
26,ART 215,Tue;Wed;Thu;Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
27,LIB L304,Mon,1899-12-30 10:30:00,1899-12-30 12:30:00
51-52,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,ART 114,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,LIB L305,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
35,FIP 204,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 365,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
20-25; 27-33,ART 114,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
35,ART 208,Mon,1899-12-30 8:00:00,1899-12-30 11:00:00
20-25; 27-33,ART 206,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
34,FIP 133,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
46-51,ART 202,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
17,LIB L312,Thu;Sat,1899-12-30 12:30:00,1899-12-30 16:30:00
43,EME 2202,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
16,FIP 140,Mon;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 15:00:00
10,LIB 303,Wed,1899-12-30 9:30:00,1899-12-30 11:30:00
15-Mar,SCI 236,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
23,LIB 303,Mon,1899-12-30 12:00:00,1899-12-30 14:00:00
3,SCI 236,Wed;Thu;Fri;Sat;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
27,FIP 140,Fri,1899-12-30 18:30:00,1899-12-30 21:00:00
20-25; 27-33,SCI 126,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
15-Mar,EME 1153,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
15-Mar,SCI 234,Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
34,ASC 130,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
11,FIP 124,Wed,1899-12-30 9:30:00,1899-12-30 11:30:00
11,SCI 236,Mon,1899-12-30 15:30:00,1899-12-30 18:30:00
41,EME 2141,Thu,1899-12-30 13:00:00,1899-12-30 16:00:00
15-Mar,ART 108,Mon,1899-12-30 11:30:00,1899-12-30 12:30:00
17,FIP 121,Mon,1899-12-30 8:30:00,1899-12-30 13:00:00
15-Mar,SCI 128,Wed,1899-12-30 14:00:00,1899-12-30 17:00:00
35,ART 214,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
15-Mar,FIP 129,Wed,1899-12-30 9:30:00,1899-12-30 10:30:00
34,ASC 140,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
37,EME 1202,Thu;Fri;Sat,1899-12-30 8:00:00,1899-12-30 20:00:00
8,ART 365,Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
34,FIP 204,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
9,ASC 140,Thu,1899-12-30 18:30:00,1899-12-30 22:00:00
34,ART 204,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 18:00:00
15-Mar,SCI 396,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
35,ART 386,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
15,FIP 250,Tue,1899-12-30 17:00:00,1899-12-30 18:30:00
35,EME 0050,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 112,Mon;Wed;Thu;Fri;Sat,1899-12-30 17:00:00,1899-12-30 22:00:00
15-Mar,EME 2111,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
34,ASC 165,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
26,EME 2111,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
35,ART 366,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,EME 2181,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,ART 215,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
17,EME 2111,Thu,1899-12-30 16:00:00,1899-12-30 21:30:00
15-Mar,LIB L317,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
20-25; 27-33,SCI 396,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
16,ART 210,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
26,SCI 247,Mon;Tue;Wed;Thu;Fri,1899-12-30 8:00:00,1899-12-30 16:00:00
8,SCI 236,Wed,1899-12-30 14:00:00,1899-12-30 15:00:00
11,ART 110,Fri,1899-12-30 14:30:00,1899-12-30 18:00:00
34,EME 0050,Tue,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,EME 1153,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
26,EME 1202,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
39-44,ART 219,Mon;Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
20-25; 27-33,ART 114,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
20-33,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
5,SCI 234,Mon,1899-12-30 16:30:00,1899-12-30 19:30:00
26,ART 110,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
20-25; 27-33,ASC 165,Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
1,EME 1153,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 16:00:00
1,ART 110,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
1,ART 104,Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,EME 1202,Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
28,ART 206,Tue,1899-12-30 17:00:00,1899-12-30 20:00:00
34,ART 214,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
16,EME 0050,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
20-25; 27-33,ART 114,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
7,EME 2111,Thu,1899-12-30 14:00:00,1899-12-30 16:00:00
20-25; 27-33,LIB 303,Tue;Thu,1899-12-30 12:00:00,1899-12-30 13:30:00
16,ART 203,Mon;Tue;Sat,1899-12-30 7:00:00,1899-12-30 22:00:00
9,ASC 165,Fri,1899-12-30 16:30:00,1899-12-30 22:00:00
15-Mar,SCI 337,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
20-25; 27-33,ART 214,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,FIP 140,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
11,FIP 140,Fri,1899-12-30 13:00:00,1899-12-30 14:00:00
20-25; 27-33,ART 366,Mon;Wed;Fri,1899-12-30 14:30:00,1899-12-30 15:30:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 204,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
20-25; 27-33,LIB L317,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
26,FIP 139,Wed,1899-12-30 13:30:00,1899-12-30 16:30:00
17,ART 108,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
2,ART 366,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
35,ART 204,Wed,1899-12-30 9:30:00,1899-12-30 12:30:00
26,FIP 138,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 129,Thu,1899-12-30 18:00:00,1899-12-30 19:00:00
27,ART 281,Wed,1899-12-30 17:00:00,1899-12-30 22:00:00
15-Mar,FIP 124,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
5,EME 2141,Thu,1899-12-30 18:30:00,1899-12-30 21:00:00
27,FIP 139,Fri,1899-12-30 18:00:00,1899-12-30 21:00:00
16,SCI 234,Fri,1899-12-30 12:00:00,1899-12-30 19:00:00
34,ART 215,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Apr,EME 1202,Tue,1899-12-30 7:00:00,1899-12-30 8:00:00
20-25; 27-33,EME 0050,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ASC 165,Fri,1899-12-30 9:30:00,1899-12-30 11:00:00
15-Mar,ART 202,Mon,1899-12-30 13:30:00,1899-12-30 16:30:00
20-25; 27-33,ART 202,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
11,ART 102,Mon,1899-12-30 11:30:00,1899-12-30 12:30:00
15-Mar,ART 208,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
17,ART 103,Thu,1899-12-30 13:00:00,1899-12-30 15:00:00
15-Mar,ART 366,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
15-Mar,ART 208,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
36,ART 214,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
8,FIP 138,Thu,1899-12-30 18:00:00,1899-12-30 20:00:00
13,ART 202,Tue,1899-12-30 8:00:00,1899-12-30 10:00:00
16,ART 214,Tue;Thu;Sat,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 206,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
27,FIP 124,Mon,1899-12-30 18:00:00,1899-12-30 21:00:00
35,ART 204,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
7,LIB L302,Fri,1899-12-30 12:30:00,1899-12-30 15:30:00
20-25; 27-33,LIB L302,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,FIP 204,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
2,ART 218,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
35,EME 0050,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,SCI 333,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
24,ART 114,Wed,1899-12-30 13:00:00,1899-12-30 13:30:00
36,SCI 247,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
15-May,ART 208,Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17,EME 1101,Mon;Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
38,ART 114,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,FIP 124,Thu,1899-12-30 18:30:00,1899-12-30 20:30:00
15-Mar,LIB L317,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
26,EME 2141,Fri,1899-12-30 7:00:00,1899-12-30 16:00:00
17,EME 1153,Fri,1899-12-30 16:00:00,1899-12-30 21:30:00
34,EME 1121,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
36,EME 1121,Mon,1899-12-30 12:30:00,1899-12-30 16:30:00
20-25; 27-33,LIB L302,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
31,LIB 303,Fri,1899-12-30 10:30:00,1899-12-30 12:00:00
15-Apr,SCI 247,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
20-25; 27-33,ART 104,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
26,ART 374,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
38,ART 281,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ASC 130,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
2,LIB L312,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
20,FIP 140,Wed,1899-12-30 14:00:00,1899-12-30 16:00:00
16,ART 208,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
22-33,LIB L304,Fri,1899-12-30 17:00:00,1899-12-30 22:00:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
2,ASC 140,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 8:00:00,1899-12-30 20:00:00
37-50,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,EME 2111,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ASC 140,Mon;Wed;Fri,1899-12-30 13:30:00,1899-12-30 14:30:00
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15-Mar,ART 374,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,LIB L304,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
35,FIP 204,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 203,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
45-46,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,EME 2202,Tue,1899-12-30 13:30:00,1899-12-30 17:30:00
10,ART 366,Tue,1899-12-30 19:00:00,1899-12-30 21:00:00
15-Mar,EME 2141,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
34-36,EME 1151,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 376,Thu,1899-12-30 9:30:00,1899-12-30 10:30:00
15-May,ART 204,Fri,1899-12-30 9:30:00,1899-12-30 11:00:00
27,LIB L306,Wed,1899-12-30 10:30:00,1899-12-30 12:30:00
37-50,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,EME 2141,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,SCI 396,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
28,ART 106,Tue,1899-12-30 17:00:00,1899-12-30 20:00:00
27,SCI 396,Wed,1899-12-30 18:00:00,1899-12-30 21:00:00
52,ART 365,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
10,EME 2141,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
11,ART 365,Mon,1899-12-30 18:30:00,1899-12-30 21:00:00
16,LIB 303,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 13:00:00,1899-12-30 15:00:00
8,ART 382,Thu,1899-12-30 11:00:00,1899-12-30 13:00:00
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 13:00:00,1899-12-30 15:00:00
31,ART 382,Fri,1899-12-30 9:30:00,1899-12-30 11:00:00
15-Mar,SCI 247,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 365,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
15-Mar,ART 114,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
17,ART 208,Fri,1899-12-30 12:30:00,1899-12-30 21:30:00
15-Mar,ART 102,Wed,1899-12-30 9:30:00,1899-12-30 10:30:00
15-Mar,ART 376,Tue;Thu,1899-12-30 17:00:00,1899-12-30 18:30:00
8,FIP 124,Wed,1899-12-30 9:30:00,1899-12-30 11:30:00
15,SCI 247,Fri,1899-12-30 14:30:00,1899-12-30 17:30:00
20-25; 27-33,FIP 124,Tue,1899-12-30 14:00:00,1899-12-30 15:30:00
35,SCI 333,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 219,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
29,ART 208,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
36,SCI 247,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
16,EME 2202,Wed,1899-12-30 12:00:00,1899-12-30 13:30:00
12,EME 2111,Tue,1899-12-30 14:00:00,1899-12-30 16:30:00
25,FIP 140,Thu,1899-12-30 17:00:00,1899-12-30 19:00:00
27,FIP 239,Thu,1899-12-30 18:00:00,1899-12-30 21:00:00
29-33,ART 382,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 20:00:00,1899-12-30 22:00:00
9,ART 208,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
17,EME 2111,Mon,1899-12-30 8:30:00,1899-12-30 12:00:00
31,EME 2202,Tue,1899-12-30 11:00:00,1899-12-30 12:00:00
52,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
2,FIP 124,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
16,EME 1121,Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
27,ART 374,Fri,1899-12-30 12:00:00,1899-12-30 15:00:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 210,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
34,LIB L312,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
25-33,EME 2141,Thu,1899-12-30 17:30:00,1899-12-30 19:30:00
51-52,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 366,Thu,1899-12-30 13:00:00,1899-12-30 14:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
24,ART 203,Tue,1899-12-30 11:00:00,1899-12-30 12:30:00
15-Jun,FIP 140,Wed,1899-12-30 17:00:00,1899-12-30 18:30:00
29,ART 208,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
9,FIP 124,Thu,1899-12-30 17:30:00,1899-12-30 19:30:00
35,ART 114,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
