Weeks,Location,Day,Start Time,End Time
2,ASC 140,Mon;Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
16,ART 382,Thu,16:00,21:30
27,ART 219,Thu,18:00,21:00
36,FIP 129,Mon,8:30,12:30
22-23,ART 204,Sat,10:00,15:00
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,FIP 129,Thu,18:00,19:00
20-25;27-33,ART 110,Tue;Thu,11:00,12:30
17-18,FIP 250,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,EME 1202,Mon;Wed;Fri,9:30,10:30
18,ART 218,Mon;Tue,7:00,22:00
15,ART 218,Sat,9:00,17:00
20-33,FIP 124,Thu,15:30,18:30
29,ART 103,Mon,17:00,20:00
24,FIP 239,Fri,19:00,22:00
16,ART 215,Wed,12:30,16:30
34,FIP 204,Mon,17:30,21:30
15-Apr,ART 204,Fri,15:00,17:00
16,SCI 236,Sat,12:30,17:30
10,EME 2181,Mon,9:00,10:30
2,ART 376,Mon,7:00,22:00
22,EME 2111,Sun,7:00,20:00
2,ASC 140,Mon;Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
25,LIB L312,Fri,7:30,17:00
15-Mar,SCI 337,Tue;Thu,9:30,11:00
27,EME 1121,Sun,12:00,15:00
36,ART 366,Tue,17:30,21:30
2,ART 103,Mon,7:00,22:00
52,ART 386,Mon;Tue;Wed;Thu;Fri,7:00,22:00
7,ART 374,Fri,12:30,15:00
25,EME 0050,Sat,7:00,17:00
29,ART 365,Mon,15:30,17:30
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
5,ART 203,Sun,8:00,19:00
26,ART 114,Wed,10:00,14:00
11,ART 110,Wed,15:30,17:30
24,LIB L312,Wed,7:00,12:30
15-Mar,ART 208,Mon;Wed;Fri,12:30,13:30
16,ART 102,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
20-25;27-33,ART 103,Tue;Thu,15:30,17:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,SCI 396,Mon;Wed,12:30,14:00
17,FIP 124,Sat,15:00,19:00
15,ART 203,Sat,9:00,17:00
25,ART 110,Thu,16:00,19:00
35,EME 1202,Wed,8:30,12:30
4,ASC 140,Mon;Tue;Wed;Thu,18:00,20:00
24,LIB 303,Thu,10:00,12:00
35,ART 386,Thu,17:30,21:30
29,ART 112,Fri,16:30,20:00
8,FIP 139,Thu,11:00,13:00
17,EME 1202,Wed;Sat,12:30,16:30
20-25;27-33,EME 0050,Tue;Thu,11:00,12:30
15-Mar,ART 103,Tue;Thu,9:30,11:00
17,FIP 140,Sat,17:30,21:30
15-Mar,EME 0050,Tue;Thu,8:00,9:30
15-Mar,ART 281,Tue;Thu,11:00,12:30
16,ART 206,Fri,12:30,14:30
46-51,ASC 130,Mon;Thu,13:00,16:30
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
1,ART 108,Tue,14:00,17:00
30,EME 1121,Sat,7:00,18:00
29,ART 210,Mon,17:00,20:00
26,SCI 396,Fri,10:30,15:00
2,ART 214,Mon,7:00,22:00
9,ASC 130,Thu,18:30,22:00
1,ART 103,Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,FIP 139,Fri,10:30,11:30
34-36,ART 210,Mon;Tue;Wed;Thu;Fri,7:00,22:00
15-Mar,LIB L304,Thu,14:00,17:00
34,LIB L312,Thu,17:30,21:30
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
49-50,EME 1151,Mon;Tue;Thu;Fri,9:00,12:00
15-Mar,LIB L306,Wed,14:00,15:00
34-36,EME 1151,Mon;Tue;Wed;Thu;Fri,7:00,22:00
17,FIP 138,Fri,7:00,12:30
24,ART 382,Fri,9:30,11:00
1,ART 208,Thu;Fri;Sat;Sun,7:00,22:00
16,LIB L312,Tue;Fri;Sat,17:30,21:30
13,ART 204,Tue,8:00,10:00
14,ART 108,Fri,17:00,20:00
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
20,ART 104,Tue,18:00,19:30
33,EME 2111,Sat,9:30,14:30
45,ART 376,Mon;Tue;Wed;Thu;Fri,7:00,22:00
23,ART 218,Fri,9:00,11:00
34,EME 2141,Thu,17:30,21:30
1,FIP 138,Tue;Wed;Thu,9:30,17:00
13,ART 208,Mon,9:30,11:30
27,FIP 138,Tue,18:30,21:30
25,EME 2111,Fri,17:00,22:00
34,EME 1202,Thu,8:30,12:30
7,EME 2181,Fri,10:00,11:00
17,EME 1202,Tue,10:00,14:00
14,FIP 124,Sun,12:30,17:30
34,ART 374,Wed,17:30,21:30
20-25;27-33,EME 2111,Mon,12:30,14:00
15-Mar,ART 210,Tue;Thu,8:00,9:30
15-Mar,ART 365,Mon;Wed,14:00,15:30
1,EME 1101,Thu,9:00,12:00
2,ART 382,Mon,7:00,22:00
28,EME 1101,Sat,7:00,19:00
35,ART 376,Tue,8:30,12:30
9,FIP 138,Wed,18:00,22:00
33,LIB L304,Fri,10:30,13:30
11,ART 382,Tue,11:00,12:30
35,FIP 121,Thu,17:30,21:30
39-44,EME 1151,Tue;Wed;Fri,8:30,11:00
11,EME 1202,Mon,16:00,18:00
15-Mar,FIP 204,Tue;Thu,15:30,17:00
10,ART 218,Thu,15:30,18:30
20-25;27-33,FIP 121,Mon;Wed;Fri,9:30,10:30
34,LIB L317,Mon,17:30,21:30
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
36,EME 0050,Mon,17:30,21:30
52,ART 366,Mon;Tue;Wed;Thu;Fri,7:00,22:00
1,ART 114,Mon,8:00,20:00
20-25;27-33,EME 1151,Mon;Wed,15:30,17:00
21-33,FIP 138,Tue,15:30,17:00
27,ART 208,Wed,17:00,20:00
38,ART 112,Sat,14:00,16:30
16,LIB L306,Tue,16:00,18:00
15-Mar,EME 1101,Mon;Wed;Fri,9:30,10:30
16,ART 214,Tue;Thu;Sat,7:00,22:00
16,ART 102,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
35,EME 2141,Sat,17:30,21:30
12,FIP 124,Tue,18:00,20:00
29,ART 110,Sat,9:00,15:00
34,LIB L306,Mon,17:30,21:30
2,ART 114,Mon;Tue;Wed;Thu;Fri,8:00,20:00
1,FIP 138,Fri,11:00,13:00
34,FIP 140,Thu,8:30,12:30
34,ART 214,Wed,17:30,21:30
20-25;27-33,ART 382,Mon;Wed;Fri,8:30,9:30
34,EME 0050,Mon,17:30,21:30
10,EME 1153,Fri,15:30,22:00
16,ART 108,Fri,12:30,14:30
17,LIB 303,Wed,15:00,17:00
15-Mar,ART 218,Tue;Thu,12:30,14:00
15-Mar,LIB L312,Mon;Wed;Fri,11:30,12:30
15-Mar,FIP 140,Mon,16:30,18:30
1,ART 204,Thu;Fri;Sat;Sun,7:00,22:00
29,ART 103,Sat,9:00,15:00
49,EME 1153,Mon;Tue;Wed;Thu;Fri,9:00,12:00
6;10;15,FIP 121,Tue,13:00,16:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 382,Mon;Wed;Fri,9:30,10:30
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
1,ART 108,Mon,12:30,15:00
10,FIP 138,Wed,19:30,21:00
21,FIP 124,Wed,18:00,22:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 203,Wed;Fri,14:00,15:30
20-24,ART 102,Sun,12:30,15:30
15,ART 102,Fri,8:00,9:30
39-44;46-51,EME 2205,Fri,11:00,12:00
38,ART 112,Sat,16:30,17:30
15-Mar,FIP 250,Tue;Thu,15:30,17:00
34,FIP 133,Tue,8:30,12:30
52,ART 365,Mon;Tue;Wed;Thu;Fri,7:00,22:00
7,ART 374,Fri,12:30,15:00
37-52,LIB L302,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
16,FIP 121,Tue;Wed,8:30,12:30
1,ART 218,Thu;Fri;Sat;Sun,7:00,22:00
1,ART 374,Thu;Fri;Sat;Sun,7:00,22:00
9,ART 203,Tue,20:00,22:00
45,ART 374,Mon;Tue;Wed;Thu;Fri,7:00,22:00
15-Mar,EME 1101,Tue;Thu,8:00,9:30
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
37-50,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,FIP 139,Tue;Thu,14:00,15:30
9,ART 210,Wed,17:00,20:00
17,EME 1153,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
30,ART 203,Fri,8:30,10:00
20-25;27-33,FIP 121,Tue;Thu,14:00,15:30
15-Aug,ART 202,Mon,17:30,19:00
20-25;27-33,ART 281,Mon;Wed,15:30,17:00
15-May,FIP 124,Mon,15:30,17:00
34,FIP 250,Wed,18:00,22:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
2,ART 281,Mon,7:00,22:00
1,ASC 140,Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
27,FIP 204,Sat,18:00,22:00
10,EME 2181,Sat,7:00,17:00
20-25;27-33,ART 214,Fri,16:00,17:30
14,FIP 239,Sun,12:30,17:30
38,ART 374,Sat,10:00,12:00
15,ART 208,Sat,9:00,17:00
14,LIB L305,Thu,12:30,14:30
18,SCI 396,Mon,12:30,17:30
10,EME 1153,Sat,16:00,20:00
20-25;27-33,ART 365,Mon;Wed;Fri,9:30,10:30
15,ART 208,Sat,9:00,17:00
15-Mar,ASC 165,Wed,15:30,17:00
14-Sep,EME 1101,Thu,15:30,19:00
4,LIB L305,Sat,7:00,22:00
35,ART 366,Wed,8:30,12:30
20-25;27-33,SCI 236,Mon,9:30,10:30
11,ART 382,Fri,16:00,18:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,ART 108,Tue;Thu,15:30,17:00
23-33,ART 108,Mon,18:30,20:00
1,ART 219,Thu;Fri;Sat;Sun,7:00,22:00
11,ASC 165,Wed,19:30,22:00
36,SCI 396,Mon,17:30,21:30
8,ART 382,Tue,12:30,14:30
46-51,ART 108,Mon,16:30,17:30
38,ART 104,Sat,14:00,16:30
20-25;27-33,ASC 140,Fri,13:30,16:30
15,FIP 138,Fri,20:00,22:00
1,ASC 140,Mon,8:00,20:00
16,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
26,EME 1151,Wed,7:00,16:30
7,FIP 239,Tue,11:00,13:00
20-25;27-33,ASC 140,Tue;Thu,17:00,18:30
15-Jun,EME 2202,Fri,7:00,8:00
34,FIP 121,Mon,8:30,12:30
3,ART 218,Wed;Thu;Fri;Sat;Sun,18:30,22:00
5,SCI 333,Sat,7:30,18:30
27-29,ART 203,Sat,10:00,15:00
1,ART 114,Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
15-Mar,EME 1153,Mon;Wed;Fri,9:30,10:30
15-Mar,ASC 130,Mon;Wed,15:30,17:00
15-Mar,LIB L302,Wed,9:30,10:30
15-Apr,EME 2141,Tue,18:30,19:30
14,ART 112,Wed,8:00,10:00
2,ART 103,Mon,7:00,22:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,FIP 204,Mon;Wed,14:00,15:30
4;6;8;10;12;14,SCI 234,Thu,12:00,14:00
34,ASC 130,Thu,12:30,16:30
10,EME 1121,Sat,7:00,17:00
35,SCI 333,Wed,8:30,12:30
35,ART 203,Tue,12:30,16:30
25,LIB 303,Thu,8:00,10:00
39,ART 214,Sun,8:00,16:30
35,ART 374,Wed,17:30,21:30
2,FIP 129,Thu,8:30,12:30
15-Aug,SCI 234,Fri,15:30,17:30
11,FIP 138,Thu,14:00,15:30
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
10,EME 1153,Thu,12:30,13:30
17,EME 1153,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
20-25;27-33,ART 103,Mon;Wed;Fri,11:30,12:30
34-36,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,FIP 133,Wed,14:30,15:30
11,EME 2205,Wed,19:30,22:00
26,FIP 138,Wed,7:00,16:30
11,ART 102,Fri,14:30,18:00
20-25;27-33,FIP 139,Tue;Thu,14:00,15:30
20-25;27-33,FIP 204,Mon;Wed;Fri,12:30,13:30
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
17,ART 202,Mon;Tue;Wed;Thu;Fri;Sat,12:00,19:00
20-25;27-33,ART 218,Wed,14:30,15:30
22,EME 2202,Sun,7:00,20:00
30,FIP 124,Fri,15:30,20:30
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,EME 0050,Mon;Wed;Fri,10:30,11:30
25,FIP 129,Tue,12:00,14:30
52,ART 374,Mon;Tue;Wed;Thu;Fri,7:00,22:00
36,ART 366,Wed,12:30,16:30
38,ART 374,Sat,16:30,17:30
8,ART 204,Wed,15:30,17:30
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
29,ART 206,Sat,9:00,15:00
17,EME 1151,Fri,16:00,21:30
15-Mar,SCI 337,Mon;Wed,17:00,18:30
16,LIB L306,Fri,8:30,12:30
26,ART 202,Wed,10:00,14:00
27,FIP 140,Sat,13:00,16:00
35,SCI 247,Fri,17:30,21:30
37-50,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
2,ART 208,Mon,7:00,22:00
34,FIP 133,Tue,8:30,12:30
20-25;27-33,ART 102,Tue;Thu,11:00,12:30
52,ART 386,Mon;Tue;Wed;Thu;Fri,7:00,22:00
2,ART 376,Thu,8:30,17:00
2,ART 219,Mon,7:00,22:00
25,ART 102,Tue,18:00,21:00
28,ART 110,Fri,16:30,20:00
34,FIP 204,Mon,8:30,12:30
20-25;27-33,EME 1153,Thu,9:30,12:30
16,SCI 236,Tue;Wed;Thu;Fri,9:00,18:00
27,SCI 247,Wed,14:30,16:30
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
15-Mar,FIP 129,Thu,17:00,18:00
16-17,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
31,SCI 337,Wed,19:30,21:30
38,ART 110,Sat,14:00,16:30
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
35,ASC 130,Wed,12:30,16:30
27,ART 382,Wed,17:30,20:30
27,EME 2141,Sat,7:00,22:00
14,LIB L304,Sat,8:00,22:00
39-44,SCI 396,Mon;Thu,13:00,16:30
10,FIP 140,Sat,7:30,18:00
27,ART 108,Fri,15:30,17:00
1,ART 382,Thu;Fri;Sat;Sun,7:00,22:00
36,ASC 140,Mon,8:30,12:30
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
5,ART 106,Sat,11:00,16:00
20-25;27-33,ART 112,Tue;Thu,9:30,11:00
9,ART 103,Mon,11:30,13:00
36,FIP 121,Wed,8:30,12:30
26,ART 106,Wed,10:00,14:00
20-25;27-33,ART 206,Mon;Wed;Fri,9:30,10:30
38,ART 374,Sat,10:00,12:00
38,ART 204,Sat,12:00,12:30
35,SCI 333,Wed,8:30,12:30
16,ASC 130,Sun,13:00,15:00
15-Mar,ART 206,Wed;Fri,14:00,15:30
18,ART 203,Mon,15:00,21:00
20-25;27-33,ASC 130,Tue;Thu,9:30,11:00
1,ART 204,Thu;Fri;Sat;Sun,7:00,22:00
27,FIP 239,Fri,18:00,21:00
22,ART 219,Wed,14:30,19:30
16,ART 366,Mon;Thu;Fri,17:30,21:30
35,SCI 396,Thu,17:30,21:30
20-25;27-33,ART 210,Mon;Wed;Fri,9:30,10:30
21-33,FIP 250,Fri,14:00,15:30
20-25;27-33,ART 376,Mon;Wed,15:30,17:00
1,ART 218,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,EME 2202,Tue,8:30,10:30
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
37-38,FIP 121,Mon;Tue;Wed;Thu;Fri;Sat;Sun,8:30,16:30
20-25;27-33,ART 366,Tue;Thu,12:30,14:00
36,ASC 140,Mon,12:30,16:30
5,FIP 140,Sat,7:00,20:00
14,SCI 236,Thu,9:00,11:00
1,ART 204,Thu;Fri;Sat;Sun,7:00,22:00
14,ART 215,Sat,7:00,17:00
15-Mar,ART 376,Wed;Fri,12:30,14:00
13,EME 1121,Sat,12:00,22:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
35,SCI 333,Wed,12:30,16:30
15-May,FIP 250,Wed,15:30,17:00
28,ART 110,Fri,16:30,20:00
12,ART 208,Mon,9:30,11:30
8,ART 203,Thu,13:30,15:30
27,ART 219,Wed,18:00,21:00
15-Mar,EME 0050,Mon;Wed,9:30,10:30
29,ART 204,Sat,9:00,15:00
34,ASC 130,Thu,17:30,21:30
36,EME 0050,Tue,17:30,21:30
16,FIP 250,Sat,12:30,22:00
20-25;27-33,LIB L317,Mon;Wed;Fri,8:30,9:30
45,ART 374,Mon;Tue;Wed;Thu;Fri,7:00,22:00
39-44,SCI 247,Tue;Wed;Fri,8:30,11:00
16,ART 112,Tue,17:30,22:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,SCI 333,Mon;Wed,8:00,9:30
39-44,EME 1151,Tue;Wed;Fri,12:00,14:30
20,LIB L306,Wed,10:00,12:00
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
12,ART 210,Wed,9:30,11:30
15-Apr,FIP 250,Fri,14:00,15:30
16,ART 102,Fri,12:30,14:30
28,ART 103,Tue,17:00,20:00
9,FIP 139,Fri,18:00,21:00
20-25;27-33,ART 103,Tue;Thu,11:00,12:30
15-Mar,FIP 204,Mon;Wed;Fri,11:30,12:30
51-52,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Aug,ART 104,Wed,11:30,12:30
35,ART 366,Fri,8:30,12:30
16-17,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
17,SCI 128,Mon,16:30,21:30
34,ASC 130,Tue,17:30,21:30
20-25;27-33,EME 1101,Tue;Thu,9:30,11:00
15-Mar,ART 365,Tue;Thu,8:00,9:30
15-Mar,ASC 140,Mon;Wed;Fri,11:30,12:30
46,EME 1153,Mon;Tue;Wed;Thu;Fri,9:00,12:00
3,EME 1153,Sun,8:00,14:30
20-25;27-33,EME 1101,Wed,15:30,17:30
16,LIB 303,Wed;Thu;Fri;Sat;Sun,19:00,21:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
24,EME 1101,Fri,17:00,22:00
20-25;27-33,ASC 140,Tue;Thu,9:30,11:00
15-Mar,EME 0050,Mon;Wed;Fri,11:30,12:30
11,ART 102,Sat,7:30,16:30
29,EME 2202,Mon,10:00,12:00
11,ART 374,Mon,18:30,21:00
26,EME 2111,Wed,7:00,16:30
15-Mar,SCI 247,Mon;Wed;Fri,9:30,10:30
15-Mar,EME 1153,Mon,14:30,15:30
9,ART 208,Wed,17:00,20:00
35,FIP 121,Thu,17:30,21:30
8,ART 366,Wed,18:30,20:00
38-46,EME 1101,Mon;Wed;Fri,14:30,16:00
36,SCI 247,Fri,8:30,12:30
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,SCI 247,Mon;Wed;Fri,13:30,14:30
51-52,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 110,Tue;Thu,14:00,15:30
38,ART 110,Sat,10:00,12:00
6,FIP 140,Sat,11:00,19:00
15-Mar,ART 114,Mon;Wed;Fri,10:30,11:30
15-Mar,ART 110,Tue;Thu,12:30,14:00
25,ART 382,Mon,17:00,21:30
1,ART 219,Thu;Fri;Sat;Sun,7:00,22:00
16-17,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
27,ART 382,Thu,18:00,21:00
10,ASC 140,Thu,17:00,21:30
22,ART 219,Sat,7:00,18:00
34,ART 208,Mon,8:30,12:30
15-Mar,ASC 130,Mon;Wed,12:30,14:00
22,EME 1101,Sun,7:00,20:00
29,ART 112,Mon,17:00,20:00
6,ART 102,Sat,8:00,18:30
20-25;27-33,EME 0050,Tue;Thu,12:30,14:00
20-25;27-33,ART 376,Mon;Wed;Fri,13:30,14:30
7,ART 365,Tue,9:30,11:00
26,ART 206,Wed,10:00,14:00
34,EME 1202,Thu,17:30,21:30
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
15-Mar,FIP 124,Wed,11:30,12:30
21,EME 1202,Mon,12:30,13:00
13,EME 1202,Sat,8:00,17:00
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
31,ART 104,Tue,13:30,15:30
21,ART 112,Tue,14:00,15:00
9,FIP 140,Fri,18:00,21:00
20-25;27-33,FIP 140,Tue,11:00,12:00
34,ART 208,Mon,8:30,12:30
20-25;27-33,LIB L305,Mon;Wed;Fri,10:30,11:30
16,EME 1101,Fri;Sat;Sun,9:00,21:00
16,SCI 396,Fri,8:00,12:00
10,ART 208,Mon,9:30,11:00
15-Mar,LIB 303,Mon;Wed,14:00,15:30
27,LIB 303,Mon,12:30,14:30
9,SCI 126,Thu,8:00,9:00
13,ART 202,Mon,9:30,11:30
34,ASC 165,Wed,8:30,12:30
21;23;25;27;29;31;33,EME 2205,Fri,14:30,16:30
15-Mar,ART 281,Tue;Thu,11:00,12:30
20-25;27-33,ART 204,Wed,13:30,14:30
15-Mar,EME 1202,Thu,14:30,17:00
17-Dec,ART 203,Wed,18:00,19:00
31,EME 2141,Sat,7:00,18:00
17,ART 215,Mon;Tue;Wed,17:30,21:30
34,FIP 121,Thu,17:30,21:30
28,EME 2141,Sat,7:00,19:00
10,EME 2141,Fri,15:30,22:00
16,LIB L305,Thu;Fri,17:30,21:30
25-33,EME 1151,Tue,17:30,19:30
46-51,SCI 396,Tue;Wed;Fri,8:30,11:00
17,FIP 140,Mon,12:00,13:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ASC 165,Mon,11:00,12:30
15-Mar,ART 281,Tue;Thu,14:00,15:30
14,ART 210,Sat,7:00,17:00
17,EME 2205,Tue,12:30,16:30
35,SCI 333,Wed,12:30,16:30
35,SCI 337,Thu,8:30,12:30
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
36,SCI 396,Mon,17:30,21:30
20-25;27-33,FIP 139,Mon;Wed;Fri,12:30,13:30
3;5;7;9;11;13;15,ASC 165,Tue,17:00,19:00
34,FIP 250,Thu,8:30,12:30
25,ASC 140,Tue,18:30,20:00
23,SCI 236,Sat,9:00,17:00
15-Mar,ART 365,Tue;Thu,12:30,14:00
23-33,EME 2111,Mon,14:00,15:30
24,LIB L306,Tue,13:30,16:30
15-Apr,ART 110,Mon,17:00,18:30
20,LIB L306,Wed,10:00,12:00
34,ART 386,Mon,17:30,21:30
2-Jan,SCI 396,Thu,12:00,13:00
15-Mar,ART 208,Wed,14:30,15:30
10,EME 1153,Fri,15:30,22:00
20-25;27-33,LIB L312,Mon;Wed,14:00,15:30
15-Mar,ART 103,Tue;Thu,15:30,17:00
28,ART 204,Tue,16:30,20:00
51-52,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
36,ART 204,Mon,8:30,12:30
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
29,ART 103,Fri,16:30,20:00
6,EME 1121,Sat,9:00,10:00
15-Apr,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,18:30,22:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34,ART 214,Wed,8:30,12:30
15-Mar,FIP 239,Tue;Thu,9:30,11:00
11,FIP 129,Wed,19:30,22:00
8,ART 203,Fri,7:00,9:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,ART 386,Mon;Wed;Fri,10:30,11:30
27,ART 110,Wed,8:00,11:00
1,FIP 204,Tue;Wed;Fri;Sat,8:00,20:00
15,FIP 250,Sun,7:00,22:00
17,EME 1153,Sat,16:00,21:30
35,ART 214,Sat,17:30,21:30
20-25;27-33,EME 1101,Wed;Fri,12:30,14:00
14,EME 2111,Tue,14:30,16:30
38,ART 204,Sat,12:00,12:30
39-44,ART 215,Thu,16:30,18:00
36,EME 1202,Tue,12:30,16:30
34,ART 203,Mon,8:30,12:30
35,LIB L317,Sat,17:30,21:30
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 386,Wed;Fri,12:30,14:00
17,EME 1151,Fri,16:00,21:30
3,FIP 140,Sat,8:30,15:00
27,ART 374,Fri,12:00,15:00
1,ART 102,Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,SCI 333,Wed;Fri,14:00,15:30
15-Mar,ART 112,Mon,15:30,16:30
38,ART 206,Sat,12:00,12:30
10,LIB L302,Fri,14:00,17:00
16,EME 1101,Thu,12:30,16:30
16,LIB L317,Mon;Wed,12:30,16:30
35,EME 1121,Thu,12:30,16:30
16-19,EME 1202,Fri,15:00,16:00
26,SCI 236,Wed,10:00,14:00
15-Mar,EME 0050,Tue;Thu,14:00,15:30
4;10-11;13,ART 376,Mon,12:30,13:30
20-25;27-33,FIP 140,Mon;Wed,17:00,19:30
20,SCI 333,Thu,16:30,20:00
15-Mar,EME 1153,Tue;Thu,18:30,20:00
17,ART 203,Sat,9:00,12:00
35,ART 366,Thu,12:30,16:30
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
17,EME 1151,Mon,12:00,16:00
34,SCI 337,Thu,12:30,16:30
38,ART 206,Mon;Tue;Wed;Thu;Fri,8:30,16:30
35,ASC 130,Tue,12:30,16:30
20-33,LIB L312,Wed,17:00,21:00
15-Mar,FIP 138,Tue;Thu,12:30,14:00
15-Mar,ART 219,Wed,15:30,18:30
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
27,ART 208,Mon,18:00,21:00
15-Mar,ART 108,Mon;Wed,14:00,15:30
2,ART 204,Mon,7:00,22:00
22,ART 210,Sat,7:00,18:00
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
10,ART 110,Fri,13:00,14:30
16,EME 0050,Mon;Wed,8:30,21:30
17,FIP 204,Mon;Wed;Sat,12:30,16:30
8,LIB L305,Thu,12:30,14:30
37-50,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
10,LIB 303,Thu,14:00,17:00
20-25;27-33,LIB 303,Tue;Thu,12:00,13:30
35,ASC 140,Fri,12:30,16:30
20-25;27-33,EME 2111,Tue;Thu,9:30,11:00
26,FIP 129,Wed,7:00,16:30
16,ASC 140,Mon;Tue;Thu,8:30,21:30
33,EME 1202,Fri,8:00,17:00
1,ART 376,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 214,Mon;Wed,15:30,17:00
49-50,EME 1151,Mon;Tue;Thu;Fri,9:00,12:00
